seq_id,seq_type,pocket_vol_mean,pocket_vol_std,pocket_vol_min,pocket_vol_max,pocket_vol_closed_frac,pocket_vol_early20_mean,pocket_vol_late20_mean,pocket_vol_drift20,pocket_vol_early20_closed_frac,pocket_vol_late20_closed_frac,pocket_vol_slope,n_frames
bind_019_binder,Binder,926.54163528165,150.61338226149275,0.0,1361.64,0.1719246759598924,934.1267386873216,922.5338524256014,-11.592886261720196,0.13982878108438646,0.1789645332246229,-18.061907431670118,12267
bind_020_binder,Binder,1058.7222474932746,131.00059933425626,282.85,1391.9,0.04271623053721366,1030.6440032613127,1078.4398124745212,47.795809213208486,0.07215654300856095,0.039543416225030575,39.637450962896544,12267
bind_022_binder,Binder,892.1115847395452,148.61564553562175,134.5,1330.53,0.23070025271052416,855.7308927843457,888.0413208316347,32.310428047289065,0.2364451691805952,0.2678353037097432,69.1038541410257,12267
bind_034_binder,Binder,902.3527284584658,95.77421036127178,284.35,1199.42,0.1214640906497106,894.1443130860172,882.7609987770078,-11.383314309009393,0.12270688952303302,0.14105177333876887,-8.313134828641143,12267
bind_041_binder,Binder,1050.681768158474,140.4297651051669,183.99,1483.48,0.05192793674084943,959.7886913982878,1064.6717325723603,104.88304117407245,0.13575214023644516,0.01956787607011822,76.88830020310246,12267
bind_043_binder,Binder,867.8997203880328,128.32617236078264,0.0,1273.1,0.22320045650933398,827.207639624949,900.1612066856911,72.9535670607421,0.3452914798206278,0.154097024052181,66.95376092091175,12267
bind_069_binder,Binder,905.7782693405071,83.31186668296161,282.42,1168.04,0.08535094155050134,903.5482918874847,927.6857562168774,24.137464329392742,0.08968609865470852,0.06726457399103139,23.693064184943378,12267
bind_076_binder,Binder,985.3222972201842,103.00591931555637,284.97,1293.84,0.058367979131001876,876.7870607419487,1004.3896167957603,127.60255605381155,0.2568283734203017,0.010191602119853241,128.37471857543952,12267
bind_080_binder,Binder,1091.5136170212768,156.66969741312582,260.07,1489.42,0.047199804353142576,1054.6674847125967,1162.112229922544,107.44474520994731,0.04239706481858948,0.013045250713412148,162.7063043539798,12267
bind_083_binder,Binder,919.0351675226216,111.35710548245554,0.0,1283.58,0.12928996494660472,849.927024052181,1013.7303302079087,163.80330615572768,0.24052181002853648,0.026090501426824297,172.15141092912882,12267
bind_088_binder,Binder,955.0038892964866,103.78870567994065,298.74,1259.58,0.07238933724627049,944.3262984101101,914.4881695882592,-29.838128821850887,0.08030982470444353,0.10640032613126783,-8.932124222039386,12267
bind_099_binder,Binder,966.3201687454145,126.24373560111304,0.0,1254.82,0.09774190918725034,900.9126498165509,957.0438646555237,56.131214838972824,0.16184264166326948,0.12474520994700367,24.682225199133452,12267
bind_100_binder,Binder,1078.2824659655987,138.20468127502474,355.81,1532.46,0.039455449580174454,1059.3025927435792,1070.7917244190787,11.489131675499493,0.03261312678353037,0.03628210354667754,28.827524805710695,12267
bind_101_binder,Binder,952.44926713948,95.05373407463739,115.3,1273.36,0.05755278389174207,912.0227639624949,949.3331064003261,37.310342437831196,0.09743171626579698,0.049735018344883815,40.311076828789,12267
bind_102_binder,Binder,1039.8454846335699,130.3336632611287,0.0,1397.29,0.05233553436047934,1059.8509009376273,1011.7115654300856,-48.13933550754177,0.053811659192825115,0.03383611903791276,-71.65650071848547,12267
bind_110_binder,Binder,961.7142235265346,116.00209463413816,0.0,1274.65,0.08135648487812831,897.4523766816143,1002.6844720750101,105.23209539339587,0.17692621280065227,0.013452914798206279,128.24209185291437,12267
pair_3061_binder,Binder,936.1012545854732,123.78149140367684,258.92,1260.47,0.12782261351593707,852.0292009783939,971.6335222176928,119.60432123929888,0.23562984101100692,0.06278026905829596,158.23276438101283,12267
pair_3078_binder,Binder,1014.7881617347356,99.32505410136102,142.56,1311.99,0.03293388766609603,1003.9604484304932,996.2325519771707,-7.727896453322501,0.022013860578883,0.06522625356706074,-16.1249410360273,12267
pair_3080_binder,Binder,1063.7141713540395,117.7283360471267,205.32,1394.37,0.031058938615798483,1011.954264166327,1101.7162209539338,89.76195678760678,0.04158173664900122,0.011822258459029759,106.79870290981647,12267
nonb_006_nb,False Positive,1012.5267082416237,172.12680022744922,0.0,1464.16,0.11420885302029836,979.6496697920912,1017.966404402772,38.31673461068078,0.14757439869547492,0.09743171626579698,41.189983030011334,12267
nonb_008_nb,False Positive,845.9283663487405,66.97868311610195,245.36,1123.41,0.24659655987609033,832.515980432124,894.879779861394,62.36379942926999,0.3330615572768039,0.05829596412556054,76.58567384498305,12267
nonb_009_nb,False Positive,901.1602070595908,93.34079222242568,252.43,1265.33,0.12081193445830277,861.2403505911129,916.6026294333469,55.36227884223399,0.232776192417448,0.06359559722788423,70.59720430799456,12267
nonb_010_nb,False Positive,865.1081690714926,129.65076476172322,86.71,1278.94,0.23877068557919623,827.6716714227476,878.0503913575213,50.3787199347737,0.3640440277211578,0.16673461068079903,55.66590362159588,12267
nonb_011_nb,False Positive,923.1495092524659,135.62190764413927,196.43,1343.8,0.14763185782995028,852.8120994700369,951.7598980839789,98.94779861394204,0.22503057480635957,0.14105177333876887,124.67097136320389,12267
nonb_013_nb,False Positive,895.2599608706287,136.16292564278984,115.94,1323.52,0.1979294040922801,832.032413371382,888.7500203832044,56.71760701182245,0.3192009783938035,0.1830411740725642,59.22668037135587,12267
nonb_014_nb,False Positive,966.5556941387463,119.14220630246348,0.0,1313.51,0.08045977011494253,931.5308927843458,937.1800000000001,5.649107215654226,0.07501019160211986,0.13942111699959234,-11.497569769562354,12267
nonb_017_nb,False Positive,933.4988464987364,116.86644373149795,0.0,1249.7,0.12121953207793267,937.0166123114553,950.4673257236038,13.450713412148502,0.07745617611088464,0.0823481451284142,38.61808138657295,12267
nonb_018_nb,False Positive,878.186991114372,148.45541599498563,0.0,1308.05,0.22972201842341242,911.8861720342439,900.6711985324092,-11.21497350183472,0.18344883815735832,0.16836526701997553,23.51700745389327,12267
nonb_019_nb,False Positive,963.3725768321511,174.75713591205488,0.0,1427.96,0.17208771500774436,969.2533183856501,980.1897472482675,10.93642886261739,0.17814920505503465,0.15491235222176927,8.065343113603015,12267
nonb_021_nb,False Positive,951.4628099779897,148.66888925720056,0.0,1409.61,0.1355669682889052,914.5174072564208,986.653807582552,72.13640032613114,0.20301671422747655,0.11985324092947411,81.122844507236,12267
