seq_id,Group,hydration_count_ligand_3A_mean,hydration_count_ligand_3A_std,hydration_count_ligand_3A_min,hydration_count_ligand_3A_max,hydration_count_ligand_3A_early20_mean,hydration_count_ligand_3A_late20_mean,hydration_count_ligand_3A_drift20,hydration_count_ligand_3A_slope,hydration_count_ligand_3A_slope_per_ns,hydration_count_ligand_4A_mean,hydration_count_ligand_4A_std,hydration_count_ligand_4A_min,hydration_count_ligand_4A_max,hydration_count_ligand_4A_early20_mean,hydration_count_ligand_4A_late20_mean,hydration_count_ligand_4A_drift20,hydration_count_ligand_4A_slope,hydration_count_ligand_4A_slope_per_ns,hydration_count_ligand_5A_mean,hydration_count_ligand_5A_std,hydration_count_ligand_5A_min,hydration_count_ligand_5A_max,hydration_count_ligand_5A_early20_mean,hydration_count_ligand_5A_late20_mean,hydration_count_ligand_5A_drift20,hydration_count_ligand_5A_slope,hydration_count_ligand_5A_slope_per_ns,hydration_count_ligand_6A_mean,hydration_count_ligand_6A_std,hydration_count_ligand_6A_min,hydration_count_ligand_6A_max,hydration_count_ligand_6A_early20_mean,hydration_count_ligand_6A_late20_mean,hydration_count_ligand_6A_drift20,hydration_count_ligand_6A_slope,hydration_count_ligand_6A_slope_per_ns,hydration_count_ligand_8A_mean,hydration_count_ligand_8A_std,hydration_count_ligand_8A_min,hydration_count_ligand_8A_max,hydration_count_ligand_8A_early20_mean,hydration_count_ligand_8A_late20_mean,hydration_count_ligand_8A_drift20,hydration_count_ligand_8A_slope,hydration_count_ligand_8A_slope_per_ns,n_frames_x,hydration_count_pocket_3A_mean,hydration_count_pocket_3A_std,hydration_count_pocket_3A_min,hydration_count_pocket_3A_max,hydration_count_pocket_3A_early20_mean,hydration_count_pocket_3A_late20_mean,hydration_count_pocket_3A_drift20,hydration_count_pocket_3A_slope,hydration_count_pocket_3A_slope_per_ns,hydration_count_pocket_4A_mean,hydration_count_pocket_4A_std,hydration_count_pocket_4A_min,hydration_count_pocket_4A_max,hydration_count_pocket_4A_early20_mean,hydration_count_pocket_4A_late20_mean,hydration_count_pocket_4A_drift20,hydration_count_pocket_4A_slope,hydration_count_pocket_4A_slope_per_ns,hydration_count_pocket_5A_mean,hydration_count_pocket_5A_std,hydration_count_pocket_5A_min,hydration_count_pocket_5A_max,hydration_count_pocket_5A_early20_mean,hydration_count_pocket_5A_late20_mean,hydration_count_pocket_5A_drift20,hydration_count_pocket_5A_slope,hydration_count_pocket_5A_slope_per_ns,hydration_count_pocket_6A_mean,hydration_count_pocket_6A_std,hydration_count_pocket_6A_min,hydration_count_pocket_6A_max,hydration_count_pocket_6A_early20_mean,hydration_count_pocket_6A_late20_mean,hydration_count_pocket_6A_drift20,hydration_count_pocket_6A_slope,hydration_count_pocket_6A_slope_per_ns,hydration_count_pocket_8A_mean,hydration_count_pocket_8A_std,hydration_count_pocket_8A_min,hydration_count_pocket_8A_max,hydration_count_pocket_8A_early20_mean,hydration_count_pocket_8A_late20_mean,hydration_count_pocket_8A_drift20,hydration_count_pocket_8A_slope,hydration_count_pocket_8A_slope_per_ns,n_frames_y,pocket_water_density_mean,pocket_water_density_per_ang3,pocket_water_density_frac_bulk,pocket_water_density_n_voxels,grid_dims,pocket_water_density_accessible_mean,pocket_water_density_accessible_per_ang3,pocket_water_density_accessible_frac_bulk,pocket_water_density_accessible_n_voxels,pocket_water_density_frac_solvent_accessible,pocket_water_density_missing,pocket_vol_mean,mean_W_score
seq16_binder,Binder,2.491442542787286,1.3507401293607209,0.0,7.0,1.1755102040816328,4.069387755102041,2.8938775510204087,3.2482976673064505,0.0070653565357399,5.111654441727791,2.783362981675485,1.0,15.0,2.146938775510204,9.0,6.853061224489796,8.328942443235666,0.0181162423996425,8.313773431132844,4.44711725248919,1.0,23.0,3.853061224489796,15.028571428571428,11.175510204081633,13.57907982447058,0.0295357908090714,11.746536267318664,6.313732770626931,1.0,31.0,6.420408163265306,21.942857142857143,15.522448979591836,18.47365067734921,0.0401819481834675,28.34066829665852,11.456931885323234,8.0,60.0,20.84081632653061,47.19591836734694,26.35510204081633,30.36885866059269,0.0660551574999297,1227,15.513447432762836,2.9890493043055013,6.0,26.0,14.36734693877551,18.677551020408163,4.310204081632653,4.845177321344666,0.0105387217430009,59.416462917685415,6.647130346944981,41.0,85.0,56.285714285714285,67.0734693877551,10.787755102040812,11.530323423301446,0.0250795506760227,102.64140179299103,8.6534387542153,74.0,131.0,98.51836734693876,114.06938775510204,15.551020408163268,16.7302390035281,0.0363898618891312,154.45965770171148,11.15252311573359,127.0,194.0,150.24897959183673,169.4938775510204,19.244897959183675,21.31768912816673,0.04636800245387,330.19804400977995,17.423692646759925,291.0,394.0,321.60408163265305,354.930612244898,33.32653061224494,37.35238087653212,0.081244982874458,1227,0.0001018254532734,0.000814603787355,0.0243893349507494,17153.0,392x381x384,0.000160713354004,0.0012857070864062,0.038494224143899,9353.0,0.545269049145922,False,928.2974166462868,0.09216822429906542
seq14_binder,Binder,2.220048899755501,1.063810406579056,0.0,5.0,2.130612244897959,3.016326530612245,0.8857142857142861,0.8797814642848607,0.0019136084051872,6.947840260798696,1.725370819122933,1.0,13.0,6.881632653061224,7.624489795918367,0.7428571428571429,0.917682756863088,0.0019960473232476,11.06601466992665,1.888853938958431,5.0,17.0,11.151020408163266,11.963265306122448,0.8122448979591823,1.0049536885866048,0.0021858699044841,13.828035859820702,2.1142423788510825,8.0,21.0,14.151020408163266,15.126530612244895,0.9755102040816316,1.2006960649235832,0.0026116281999425,28.59902200488997,3.610263241581896,16.0,44.0,29.742857142857144,28.29795918367347,-1.444897959183674,-1.227057333768707,-0.0026689664682299,1227,19.41157294213529,2.6207055397073966,10.0,29.0,19.37142857142857,20.289795918367343,0.9183673469387764,1.0294752435032604,0.0022392066199092,73.26161369193154,5.4629986007884686,59.0,92.0,72.78775510204082,75.89795918367346,3.110204081632645,4.260960633307583,0.0092679948522187,120.47677261613693,6.178022409811804,102.0,140.0,120.12653061224488,123.08163265306122,2.955102040816328,4.213693524366254,0.0091651843923137,175.75387123064385,7.378887320328719,147.0,200.0,176.07755102040815,177.58367346938775,1.506122448979596,2.706004157275633,0.0058858165465484,358.317848410758,10.74699932039956,322.0,394.0,360.58367346938775,359.3265306122449,-1.2571428571428669,-0.3425849971727312,-0.0007451549693806,1227,0.0004329422841485,0.0034635389584403,0.1036987712107883,17153.0,367x382x369,0.0007486733969155,0.0059893883603092,0.1793230047996774,9856.0,0.5745933655920247,False,952.2303081438004,0.11584205607476633
seq10_binder,Binder,2.80440097799511,0.9918396607145132,0.0,6.0,2.4857142857142858,2.6408163265306124,0.1551020408163266,0.103103621289711,0.0002242601876883,8.778321108394458,3.0122952799642024,2.0,16.0,4.640816326530612,10.053061224489795,5.412244897959183,6.945931524414039,0.0151080620433149,13.039119804400976,3.824610633125856,2.0,22.0,7.718367346938775,14.224489795918368,6.506122448979593,8.700923042616058,0.0189253356011224,17.101874490627548,4.688353296519382,4.0,28.0,10.29795918367347,18.114285714285717,7.816326530612244,9.98824494476876,0.0217253832403888,36.256723716381416,7.2076055563566115,16.0,54.0,26.881632653061224,36.86530612244898,9.983673469387751,13.955695547255164,0.0303549658450357,1227,18.58516707416463,2.861350528435279,10.0,27.0,16.824489795918367,19.73877551020408,2.9142857142857146,4.226651163161123,0.0091933684897468,63.44091279543602,5.216304619712206,47.0,81.0,62.20816326530612,64.46122448979592,2.253061224489805,4.327190334732366,0.0094120507552634,107.31458842705788,6.060720251346537,89.0,126.0,104.38367346938776,107.84489795918368,3.46122448979591,5.488535635497716,0.0119380872985268,160.77343113284434,7.643600209891129,135.0,188.0,155.77551020408163,162.1265306122449,6.351020408163265,9.517907345316692,0.0207023542040602,342.2640586797066,12.571829318383806,302.0,383.0,332.28979591836736,344.3061224489796,12.016326530612218,16.43542285545901,0.0357486087122545,1227,0.0001989634160549,0.001591707643355,0.0476559174657204,17166.0,397x378x366,0.000351601625147,0.0028128135576837,0.0842159747809512,9353.0,0.5448561109169288,False,961.2262052661612,0.1396411214953271
seq17_binder,Binder,1.43520782396088,0.9345313457502664,0.0,5.0,0.8081632653061225,2.571428571428572,1.7632653061224492,2.0377818306348208,0.0044323693977918,2.2917685411572943,1.3660056233009152,0.0,8.0,1.2285714285714286,4.391836734693878,3.163265306122449,3.235124997013452,0.0070367047243359,3.8940505297473513,1.7810527204108155,0.0,11.0,2.595918367346939,6.33469387755102,3.738775510204081,3.7566878777983943,0.0081711536221824,5.462917685411573,2.2786816765661584,1.0,17.0,3.6612244897959183,8.208163265306123,4.546938775510204,5.288245741181719,0.0115024377187204,14.578647106764466,5.069778825391109,4.0,37.0,12.33061224489796,20.10612244897959,7.77551020408163,10.425435836990191,0.0226763150342364,1227,14.250203748981257,2.409602402901243,6.0,23.0,13.085714285714284,16.379591836734694,3.293877551020408,3.698016135326489,0.0080435369990788,53.349633251833744,5.4381764507212855,38.0,73.0,51.15102040816326,57.33061224489796,6.179591836734694,6.474120560993289,0.0140818283001485,93.43439282803584,6.2937769955187495,74.0,119.0,90.90204081632652,97.5061224489796,6.604081632653063,7.346805985839781,0.0159800021442953,143.19070904645477,7.990896107799649,119.0,178.0,141.60816326530613,148.92244897959185,7.314285714285717,8.136951171921664,0.0176986431145658,317.80521597392016,12.376478421077197,284.0,365.0,315.67755102040815,327.7959183673469,12.118367346938784,14.407277621592346,0.0313371998294558,1227,0.0001225646599452,0.0009805174735545,0.0293568105854646,17159.0,386x387x390,0.0002028934684684,0.0016231480688832,0.0485972475713555,8880.0,0.5175126755638441,False,865.1842822205919,0.06829158878504672
seq39_binder,Binder,3.007334963325184,1.5871668477356111,0.0,8.0,1.5224489795918368,3.506122448979592,1.983673469387755,2.996981594896586,0.0065187201629071,7.121434392828036,3.818936460996498,0.0,16.0,2.224489795918368,9.126530612244895,6.902040816326529,9.538980432133668,0.0207481901732108,12.725346373268131,6.927641016038557,1.0,27.0,3.4081632653061225,18.07755102040816,14.66938775510204,19.67010982534662,0.0427843606859089,19.33170334148329,10.498030115213606,1.0,38.0,5.016326530612245,28.420408163265307,23.40408163265306,31.299841513821736,0.0680801337984159,41.981255093724535,20.272483043744003,7.0,76.0,14.420408163265304,59.06122448979592,44.64081632653061,60.10656801764853,0.1307375052042381,1227,18.81662591687041,3.437382681562764,9.0,29.0,15.779591836734694,20.175510204081636,4.395918367346939,6.272986468943876,0.0136443425099377,66.10676446617767,7.130007861616144,44.0,87.0,58.77142857142857,68.8,10.028571428571423,12.37913238772568,0.0269257909466572,111.26242868785656,9.217709911283048,87.0,140.0,100.83265306122448,115.11020408163266,14.277551020408168,18.2067965881669,0.0396015151455506,165.36511817440913,11.482683431675095,131.0,196.0,152.73877551020408,169.15510204081633,16.416326530612253,21.222852273360783,0.0461617232699527,349.8679706601467,16.46498869380103,302.0,395.0,333.7551020408163,356.8,23.04489795918369,30.434658299021194,0.0661982779750325,1227,0.0003268767866518,0.0026150148105888,0.0782938566044557,17141.0,374x381x398,0.0005092248037676,0.0040737992361316,0.1219700370099289,9555.0,0.5574353888337903,False,971.2048169886688,0.0855429906542056
seq42_binder,Binder,3.295843520782396,1.0370514915929443,0.0,6.0,2.771428571428572,3.5183673469387755,0.7469387755102042,1.067424320858852,0.0023217494744075,5.432762836185819,1.5136442566215371,1.0,11.0,4.363265306122449,5.726530612244898,1.3632653061224485,1.7143346367958692,0.0037288409718235,9.24042379788101,2.475976667113844,2.0,19.0,6.983673469387755,9.755102040816327,2.771428571428572,3.367616256381258,0.0073248858213839,14.28361858190709,3.782309951399629,5.0,26.0,10.13469387755102,15.359183673469389,5.224489795918368,6.854670563780729,0.0149095607695067,35.299103504482474,7.424338761281138,8.0,55.0,27.07755102040816,38.29387755102041,11.216326530612246,15.411379148315978,0.033521216200796,1227,19.30073349633252,2.622395760975601,12.0,28.0,18.34285714285714,19.66938775510204,1.3265306122448983,1.321296878857625,0.0028739464466723,78.49470252648737,7.218711286488114,54.0,99.0,71.17959183673469,82.58367346938776,11.404081632653076,14.283323909113358,0.0310675887093275,130.28850855745722,9.89257161112431,104.0,162.0,117.87346938775512,137.33469387755102,19.46122448979591,24.015936223250478,0.0522369466519858,191.50937245313773,12.27545314735603,157.0,227.0,176.3265306122449,200.45714285714288,24.130612244897947,29.769820727443605,0.0647521929906331,397.8891605541973,18.038827222394183,353.0,446.0,375.8326530612245,410.1061224489796,34.273469387755085,43.39989487348979,0.0943989013017722,1227,0.0001556662973114,0.0012453306248772,0.037285348050216,17147.0,367x369x394,0.0002703745222929,0.002162996606287,0.0647603774337447,9420.0,0.5493672362512393,False,1012.528214722426,0.08088691588785046
pair_3069_binder,Binder,4.176854115729421,1.7553324640655332,0.0,8.0,2.053061224489796,4.346938775510204,2.293877551020408,2.4104314168982883,0.0052429177094035,9.235533822330888,2.686397672999105,2.0,20.0,5.510204081632653,9.03265306122449,3.522448979591837,3.389860070243625,0.007373268233265,13.355338223308884,3.29048324404327,5.0,23.0,8.477551020408164,13.020408163265309,4.542857142857143,3.703519348852768,0.0080555070121865,18.098614506927465,4.3441093188328574,8.0,31.0,11.371428571428572,17.69795918367347,6.3265306122448965,5.259813798650877,0.0114405955381204,37.23227383863081,10.11324637321622,13.0,59.0,19.685714285714287,38.3469387755102,18.66122448979592,17.256452935976373,0.0375344272669415,1227,22.899755501222494,3.3709374325436805,11.0,32.0,19.583673469387755,23.244897959183675,3.66122448979592,3.5240158326895648,0.0076650697829028,74.62184189079055,7.424190874187615,53.0,96.0,65.79591836734694,74.7265306122449,8.930612244897958,7.700994719782105,0.0167503963453661,120.53300733496332,8.568503058537582,92.0,148.0,110.51020408163264,120.29387755102042,9.783673469387764,7.656204455134072,0.0166529732574966,175.24531377343112,10.192969457843915,140.0,212.0,164.4204081632653,174.23673469387754,9.81632653061223,7.586207720427198,0.0165007236985909,361.0423797881011,15.116601846523688,300.0,409.0,345.7918367346939,360.4,14.608163265306075,12.616582910570786,0.0274422684297352,1227,0.0003953810412172,0.003163048955539,0.0947020645370975,17153.0,376x389x396,0.0006737982907742,0.0053903873926682,0.1613888440918623,9712.0,0.5661983326531802,False,1054.9258734816988,0.16533831775700933
pair_3070_binder,Binder,4.000814995925021,1.6589878162830034,0.0,8.0,1.616326530612245,4.0285714285714285,2.412244897959184,2.887761522104441,0.006281156111157,9.057864710676446,3.2603532797841344,0.0,16.0,4.040816326530612,11.579591836734696,7.538775510204083,6.921656857513762,0.0150552623328194,14.032599837000816,5.383022604508732,2.0,25.0,5.555102040816327,18.742857142857144,13.187755102040818,11.93837356546116,0.0259670985654402,19.138549307253463,7.370199616989221,3.0,34.0,7.208163265306123,25.40816326530612,18.2,16.979643684843456,0.0369323408044447,39.60065199674002,14.30760905380469,8.0,63.0,16.06122448979592,50.76734693877551,34.70612244897959,33.97070793147664,0.0738895224175674,1227,20.013039934800325,3.3213874813361053,10.0,29.0,16.677551020408163,21.29795918367347,4.6204081632653065,5.614058281500124,0.0122111109983689,69.63488182559087,7.0181059968556205,46.0,91.0,61.751020408163264,73.9673469387755,12.216326530612244,12.43062048533405,0.0270377824585841,115.71882640586796,9.084229378354168,87.0,140.0,104.33877551020409,122.11020408163266,17.771428571428572,19.075300844994143,0.0414905945513738,169.9356153219234,10.873800549707084,136.0,200.0,158.32244897959183,177.48979591836735,19.167346938775523,21.7856295246211,0.0473858173455597,358.88182559087204,15.124580852852466,307.0,398.0,344.50204081632654,369.5755102040816,25.073469387755097,29.159155165136216,0.0634239372814273,1227,0.0003721564066689,0.0029772518423933,0.0891392767183635,17154.0,376x388x390,0.000638650455927,0.0051092046582589,0.1529701993490707,9541.0,0.556196805409817,False,1027.0051365452027,0.1267196261682243
pair_3074_binder,Binder,3.395273023634882,1.28221887178303,0.0,7.0,2.2979591836734694,3.404081632653061,1.1061224489795918,1.7523713195766275,0.0038115743764581,8.127954360228198,2.558669549959055,1.0,16.0,5.702040816326531,7.436734693877551,1.7346938775510203,1.7118339001138858,0.003723401631569,14.009779951100244,3.5617595260522057,3.0,25.0,11.122448979591836,12.6,1.4775510204081623,0.8130181661795244,0.0017683918785851,20.811735941320293,4.585288032682456,7.0,35.0,17.759183673469387,18.60408163265306,0.8448979591836725,-0.4641096501357883,-0.0010094826539114,48.079869600652,7.0489135601938,24.0,68.0,42.2,47.86122448979592,5.661224489795913,7.07441682661293,0.0153875298023119,1227,22.621841890790545,3.739536844148257,12.0,34.0,18.53469387755102,24.2,5.665306122448978,7.173291495106041,0.0156025916152388,74.88101059494703,6.480654400312168,53.0,98.0,69.69795918367348,73.06122448979592,3.363265306122443,4.103207154974,0.008924866024957,123.46454767726162,7.615302647456374,96.0,148.0,118.01632653061225,121.17551020408165,3.1591836734693857,4.4261526086506375,0.0096273031183265,180.95354523227385,9.236384595162944,152.0,219.0,174.4408163265306,180.1836734693877,5.742857142857133,8.279333880203565,0.0180083390542763,376.8655256723716,13.043242347435609,334.0,431.0,369.5755102040816,379.2530612244898,9.677551020408146,12.694567667226806,0.0276118926965237,1227,,,,,,,,,,,,973.4652017608216,0.11479252336448599
pair_3092_binder,Binder,3.256723716381418,1.0720316495573683,0.0,7.0,3.8,3.2081632653061223,-0.5918367346938775,-1.0414134737143907,-0.0022651734066653,7.048084759576202,1.962601229317319,3.0,16.0,9.355102040816329,6.289795918367347,-3.0653061224489795,-3.6206286883875007,-0.007875211937765,11.373268133659332,2.890707253044982,5.0,23.0,15.236734693877551,10.040816326530612,-5.195918367346939,-6.076511392687333,-0.0132169905224303,17.226568867155663,3.292951878498708,9.0,33.0,21.383673469387755,15.575510204081631,-5.808163265306122,-6.741094112119017,-0.0146625211791604,40.18174409127954,4.91894124179337,25.0,65.0,44.82857142857143,38.35510204081633,-6.473469387755102,-7.466252000987554,-0.0162398085937739,1227,18.159739201303992,2.7508154109384684,9.0,28.0,18.65714285714286,17.077551020408162,-1.5795918367346964,-3.012264759523107,-0.0065519625003221,67.34311328443358,5.5292472202405145,51.0,93.0,68.76326530612245,65.85306122448979,-2.9102040816326564,-4.183350190740899,-0.0090991847541944,112.38223308883455,6.420330679338812,94.0,146.0,115.1591836734694,111.5061224489796,-3.6530612244897895,-5.475458534759445,-0.0119096433599987,167.39282803585982,8.46126689080815,145.0,214.0,171.62857142857143,166.9591836734694,-4.669387755102036,-6.640570868806896,-0.0144438735591232,352.83537082314587,12.804808365728402,319.0,427.0,359.5061224489796,353.37142857142857,-6.134693877551001,-9.535842565086844,-0.0207413650137832,1227,0.0002833623163051,0.0022668989789407,0.0678712269143952,17148.0,381x363x399,0.0004935945238354,0.003948756971935,0.1182262566447615,9167.0,0.534581292278983,False,973.7963854243088,0.10412990654205607
