seq_id,seq_type,hydration_count_pocket_3A_mean,hydration_count_pocket_3A_std,hydration_count_pocket_3A_min,hydration_count_pocket_3A_max,hydration_count_pocket_3A_early20_mean,hydration_count_pocket_3A_late20_mean,hydration_count_pocket_3A_drift20,hydration_count_pocket_3A_slope,hydration_count_pocket_3A_slope_per_ns,hydration_count_pocket_4A_mean,hydration_count_pocket_4A_std,hydration_count_pocket_4A_min,hydration_count_pocket_4A_max,hydration_count_pocket_4A_early20_mean,hydration_count_pocket_4A_late20_mean,hydration_count_pocket_4A_drift20,hydration_count_pocket_4A_slope,hydration_count_pocket_4A_slope_per_ns,hydration_count_pocket_5A_mean,hydration_count_pocket_5A_std,hydration_count_pocket_5A_min,hydration_count_pocket_5A_max,hydration_count_pocket_5A_early20_mean,hydration_count_pocket_5A_late20_mean,hydration_count_pocket_5A_drift20,hydration_count_pocket_5A_slope,hydration_count_pocket_5A_slope_per_ns,hydration_count_pocket_6A_mean,hydration_count_pocket_6A_std,hydration_count_pocket_6A_min,hydration_count_pocket_6A_max,hydration_count_pocket_6A_early20_mean,hydration_count_pocket_6A_late20_mean,hydration_count_pocket_6A_drift20,hydration_count_pocket_6A_slope,hydration_count_pocket_6A_slope_per_ns,hydration_count_pocket_8A_mean,hydration_count_pocket_8A_std,hydration_count_pocket_8A_min,hydration_count_pocket_8A_max,hydration_count_pocket_8A_early20_mean,hydration_count_pocket_8A_late20_mean,hydration_count_pocket_8A_drift20,hydration_count_pocket_8A_slope,hydration_count_pocket_8A_slope_per_ns,n_frames
bind_022_binder,Binder,20.06682966585167,2.7702753295122355,12.0,30.0,18.23265306122449,20.69795918367347,2.465306122448979,2.2830929493561,0.0049659444249181076,71.91035044824775,6.798661030579946,49.0,89.0,63.93061224489796,73.51428571428572,9.583673469387762,9.460199262521602,0.020576833632455903,118.97962510187449,8.65420506950949,91.0,144.0,106.5265306122449,121.88571428571429,15.359183673469389,15.555967920486127,0.033835710539393424,174.44661776691117,10.892422519742814,140.0,203.0,158.80408163265307,177.21632653061224,18.41224489795917,18.140877487794974,0.03945813482935285,357.2241238793806,15.396084503484762,307.0,398.0,335.55510204081634,362.59183673469386,27.03673469387752,27.533811712048916,0.0598886606026078,1227
bind_019_binder,Binder,20.550122249388753,2.8845861736769187,11.0,30.0,18.59591836734694,21.318367346938775,2.722448979591835,3.074655750499748,0.006687668842848829,72.33333333333333,6.737762710729847,50.0,93.0,66.57959183673469,77.15102040816326,10.57142857142857,13.86546992346471,0.030158716527383823,118.10350448247759,7.874310874272264,94.0,142.0,111.44489795918368,123.88163265306123,12.436734693877554,16.59777163654898,0.036101732760302305,175.6756316218419,10.011602941997326,147.0,204.0,167.1795918367347,184.0734693877551,16.89387755102041,21.89915819150546,0.04763275299946809,364.837815810921,14.98580489281616,320.0,414.0,351.55510204081634,375.78367346938774,24.2285714285714,31.12275909304492,0.06769496268199005,1227
bind_020_binder,Binder,18.663406682966585,3.215689299227273,8.0,30.0,15.257142857142858,20.677551020408163,5.420408163265305,6.184839482968709,0.013452614427338137,68.58272208638957,6.516004602563501,48.0,89.0,61.285714285714285,70.39183673469388,9.106122448979598,9.291662352763149,0.020210249815689297,115.9396903015485,7.605789471311902,90.0,144.0,107.95918367346938,116.83673469387755,8.877551020408163,8.473395825203283,0.018430442251665652,172.25264873675633,9.539933607997085,132.0,206.0,163.0,172.41632653061225,9.416326530612253,8.391237864657587,0.018251740869293268,362.680521597392,13.631509965870071,321.0,411.0,353.4734693877551,361.9469387755102,8.47346938775513,7.757675429863891,0.016873682283553872,1227
nonb_006_nb,False Positive,20.84433577832111,2.8780239946570605,13.0,33.0,21.224489795918366,21.318367346938775,0.09387755102040884,-0.07359652126820884,-0.00016007943723373125,73.66748166259168,6.13767159820251,55.0,90.0,71.34693877551021,76.20816326530613,4.861224489795916,7.773133805340743,0.016907305721241425,119.16625916870416,7.945519623926479,93.0,143.0,114.9469387755102,122.28979591836735,7.342857142857142,11.965180825561667,0.02602540690714882,175.1955990220049,9.741276424009534,141.0,209.0,170.15102040816328,178.81632653061226,8.665306122448982,14.14787795767862,0.0307729808758643,360.4580277098614,14.406560027403943,315.0,413.0,353.0326530612245,363.61632653061224,10.583673469387747,18.763433495536113,0.0408122533888768,1227
nonb_008_nb,False Positive,20.60961695191524,2.57250310493735,13.0,28.0,20.34285714285714,21.13469387755102,0.7918367346938773,0.33571991749161767,0.0007302227677903592,70.61939690301548,5.23336876376289,54.0,88.0,71.3061224489796,69.26938775510204,-2.0367346938775484,-2.2996264823236143,-0.0050019064324602815,115.74083129584352,6.150356258992905,91.0,137.0,115.79591836734694,115.46530612244898,-0.3306122448979636,0.5522088513335932,0.0012011068000730668,170.56153219233903,7.974393836874974,146.0,199.0,170.4816326530612,170.12244897959184,-0.3591836734693743,2.361181239696407,0.005135793887322254,353.6128769356153,12.933190389328994,310.0,390.0,349.44081632653064,352.83673469387753,3.3959183673468942,10.458510867054787,0.02274825637206044,1227
nonb_009_nb,False Positive,21.95110024449878,3.0216639703465114,13.0,36.0,21.34285714285714,21.57551020408163,0.23265306122448948,0.05238804424870342,0.00011394898150887152,81.5916870415648,6.642116688662282,55.0,105.0,78.19183673469388,79.42857142857143,1.2367346938775512,0.5780524517572899,0.0012573190902822945,131.49714751426242,8.522693232293696,99.0,166.0,125.97142857142858,128.23673469387754,2.265306122448962,1.8719129042791192,0.004071588698812674,191.13284433577832,10.77189385046696,145.0,232.0,184.77959183673468,186.24897959183673,1.4693877551020478,0.5516911829121635,0.0011999808219949261,380.9502852485738,15.668061653898127,330.0,448.0,375.6612244897959,374.0040816326531,-1.6571428571428442,-4.999084125100546,-0.010873483687004996,1227
pair_3069_binder,Binder,20.202933985330073,2.8725252539673813,11.0,29.0,18.836734693877553,20.277551020408165,1.4408163265306122,2.041509043269113,0.004440476439954577,71.21923390383049,5.856336719459945,49.0,89.0,68.77142857142857,71.53877551020408,2.7673469387755034,3.720180307893245,0.008091746183563347,119.21271393643032,6.810598772041564,98.0,144.0,116.0204081632653,119.9265306122449,3.906122448979602,5.2704777681323325,0.011463790686530355,176.7522412387938,8.535208318513284,147.0,204.0,171.29387755102042,178.38367346938776,7.089795918367344,9.210898114890524,0.020034579912758088,366.40097799511,13.216975539105336,324.0,408.0,355.60408163265305,370.1469387755102,14.542857142857144,18.031840589982725,0.03922096920061493,1227
pair_3070_binder,Binder,19.06519967400163,3.554074538332866,9.0,30.0,14.8,20.273469387755103,5.473469387755102,6.69606492358418,0.01456457840910098,69.82233088834556,7.835787550150892,44.0,90.0,59.53469387755102,72.14693877551021,12.612244897959187,14.873234949786163,0.03235070135896936,115.73838630806846,9.791594535997064,87.0,143.0,101.90204081632653,119.02857142857142,17.126530612244892,20.258961636787912,0.04406516941117544,171.0040749796251,11.788166252226851,137.0,200.0,155.0,176.0122448979592,21.012244897959192,25.50842206701018,0.055483245387732895,356.46454767726163,16.50030766609407,301.0,400.0,335.1061224489796,366.8448979591837,31.738775510204107,36.775403582265476,0.07999000235403039,1227
pair_3074_binder,Binder,21.580277098614506,3.1091057351791065,12.0,29.0,21.485714285714284,20.50204081632653,-0.9836734693877531,-1.8368548059539813,-0.00399533399881237,69.0717196414018,5.758922680620609,52.0,95.0,70.01224489795918,69.76326530612245,-0.24897959183672924,-1.8258005941240645,-0.003971290036158924,114.86145069274653,7.113725533644463,94.0,135.0,115.55510204081632,116.90204081632653,1.3469387755102105,-0.5919498578402893,-0.0012875472709957321,170.7791361043195,8.619605119013196,143.0,198.0,171.26122448979592,173.77959183673468,2.51836734693876,0.6686523896370742,0.0014543825766983672,358.8329258353708,12.837608697220805,320.0,402.0,361.0326530612245,359.5795918367347,-1.4530612244897725,-5.929780269665428,-0.012897836366863357,1227
pair_3092_binder,Binder,19.56723716381418,2.864958874268754,9.0,29.0,18.20408163265306,19.877551020408163,1.6734693877551017,1.9684381545518987,0.004281540303538657,67.85411572942135,6.4052804415653,47.0,88.0,62.57959183673469,72.2326530612245,9.653061224489804,10.464651210945899,0.02276161220434127,113.21434392828036,8.294430508648887,90.0,143.0,105.54285714285714,120.14693877551021,14.604081632653063,15.907639989487347,0.03460063075473051,168.58190709046454,10.187505264718649,142.0,202.0,158.85714285714286,176.9795918367347,18.122448979591837,20.734101606364934,0.04509864405952133,353.69845150774245,14.946915768836886,308.0,405.0,339.78367346938774,363.3142857142857,23.530612244897952,27.86626633642076,0.06061178104713597,1227
